admin_user_email,input_phrase,input_language,output_phrase,output_language,category
sanoop@rightsolutions.ae,"Calcium, Ca",FRENCH,الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,5'-ribonucléotides de calcium,FRENCH,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,batch 1
sanoop@rightsolutions.ae,5'-ribonucléotides de calcium,FRENCH,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,batch 1
sanoop@rightsolutions.ae,Saccharine de calcium,FRENCH,الكالسيوم السكرين,ARABIC,batch 1
sanoop@rightsolutions.ae,Inosinate de calcium,FRENCH,الكالسيوم إينوزينات,ARABIC,batch 1
sanoop@rightsolutions.ae,Canola,FRENCH,الكانولا,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel,FRENCH,الكراميل,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel,FRENCH,الكراميل,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramelle,FRENCH,الكراميل,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel I,FRENCH,الكراميل ١,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel II,FRENCH,الكراميل ٢,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel III,FRENCH,الكراميل ٣,ARABIC,batch 1
sanoop@rightsolutions.ae,Caramel IV,FRENCH,الكراميل ٤,ARABIC,batch 1
sanoop@rightsolutions.ae,"Glucides, par différence",FRENCH,"الكربوهيدرات ، عن طريق الفرق",ARABIC,batch 1
sanoop@rightsolutions.ae,Curcumine,FRENCH,الكركمين,ARABIC,batch 1
sanoop@rightsolutions.ae,Curcumine,FRENCH,الكركمين,ARABIC,batch 1
sanoop@rightsolutions.ae,Chou,FRENCH,الكرنب,ARABIC,batch 1
sanoop@rightsolutions.ae,Manioc,FRENCH,الكسافا,ARABIC,batch 1
sanoop@rightsolutions.ae,Chlore,FRENCH,الكلور,ARABIC,batch 1
sanoop@rightsolutions.ae,Chlorophylle,FRENCH,الكلوروفيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Chlorophylles,FRENCH,الكلوروفيل والكلوروفيلين,ARABIC,batch 1
sanoop@rightsolutions.ae,Quantité,FRENCH,الكمية,ARABIC,batch 1
sanoop@rightsolutions.ae,Quantité par 100 grammes,FRENCH,الكمية لكل 100جرام,ARABIC,batch 1
sanoop@rightsolutions.ae,Quantité par 100 g,FRENCH,الكمية لكل 100جرام,ARABIC,batch 1
sanoop@rightsolutions.ae,Coca Cola,FRENCH,الكوكا كولا,ARABIC,batch 1
sanoop@rightsolutions.ae,Cola,FRENCH,الكولا,ARABIC,batch 1
sanoop@rightsolutions.ae,Collagène,FRENCH,الكولاجين,ARABIC,batch 1
sanoop@rightsolutions.ae,Choline,FRENCH,الكولين,ARABIC,batch 1
sanoop@rightsolutions.ae,Bœuf salé,FRENCH,اللحم البقري المحفوظ,ARABIC,batch 1
sanoop@rightsolutions.ae,Carmin,FRENCH,اللون القرمزي,ARABIC,batch 1
sanoop@rightsolutions.ae,Carmoisine,FRENCH,اللون القرمزي,ARABIC,batch 1
sanoop@rightsolutions.ae,Lime séchée,FRENCH,الليمون الأسود,ARABIC,batch 1
sanoop@rightsolutions.ae,Muffin anglais,FRENCH,المافن الإنجليزي,ARABIC,batch 1
sanoop@rightsolutions.ae,"Decanol-1, Naturel",FRENCH,المعامل 504,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuits,FRENCH,المقرمشات,ARABIC,batch 1
sanoop@rightsolutions.ae,Asperges,FRENCH,الهليون,ARABIC,batch 1
sanoop@rightsolutions.ae,Asparagine,FRENCH,الهليونين,ARABIC,batch 1
sanoop@rightsolutions.ae,Pissenlit,FRENCH,الهندباء,ARABIC,batch 1
sanoop@rightsolutions.ae,Chicorée,FRENCH,الهندباء البرية,ARABIC,batch 1
sanoop@rightsolutions.ae,Carbamide,FRENCH,اليوريا,ARABIC,batch 1
sanoop@rightsolutions.ae,Carbamide,FRENCH,اليوريا,ARABIC,batch 1
sanoop@rightsolutions.ae,Enzymes,FRENCH,انزيمات,ARABIC,batch 1
sanoop@rightsolutions.ae,Acrylate d'éthyle,FRENCH,إثيل أكريليت,ARABIC,batch 1
sanoop@rightsolutions.ae,Ethyl Cellulose,FRENCH,إثيل سيليولوز,ARABIC,batch 1
sanoop@rightsolutions.ae,Ergostérol,FRENCH,إرجوستيرول,ARABIC,batch 1
sanoop@rightsolutions.ae,Ergocalciférol,FRENCH,إرغوكالسيفرول,ARABIC,batch 1
sanoop@rightsolutions.ae,Érythrosine,FRENCH,إريتروسين (اللون الأحمر في بعض الصناعات الطبية),ARABIC,batch 1
sanoop@rightsolutions.ae,Érythritol,FRENCH,إريثريتول (سكر من الطحالب),ARABIC,batch 1
sanoop@rightsolutions.ae,Additifs supplémentaires,FRENCH,إضافات إضافية,ARABIC,batch 1
sanoop@rightsolutions.ae,Pectine amidée,FRENCH,إضافات غذائية,ARABIC,batch 1
sanoop@rightsolutions.ae,Fumarate d'Ammonium,FRENCH,إضافات غذائية E368,ARABIC,batch 1
sanoop@rightsolutions.ae,Plus 100,FRENCH,إضافة,ARABIC,batch 1
sanoop@rightsolutions.ae,Anglais,FRENCH,إنجليزي,ARABIC,batch 1
sanoop@rightsolutions.ae,Éthanol,FRENCH,إيثانول,ARABIC,batch 1
sanoop@rightsolutions.ae,Absinthe,FRENCH,أبسينيت,ARABIC,batch 1
sanoop@rightsolutions.ae,Appletiseur,FRENCH,أبلتايزر,ARABIC,batch 1
sanoop@rightsolutions.ae,Gélose danoise,FRENCH,أجار دنماركي,ARABIC,batch 1
sanoop@rightsolutions.ae,Monoglycéride acétylé,FRENCH,أحادي الجليسورد بالأستيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Acides,FRENCH,أحماض,ARABIC,batch 1
sanoop@rightsolutions.ae,Acides / Régulateurs d'acide,FRENCH,أحماض/ منظم أحماض,ARABIC,batch 1
sanoop@rightsolutions.ae,Ethyl lauroyle arginate,FRENCH,أرجينات لاوريول الأثيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Base de chewing gum,FRENCH,أساس العلكة,ARABIC,batch 1
sanoop@rightsolutions.ae,Astaxanthine,FRENCH,أستازانتين,ARABIC,batch 1
sanoop@rightsolutions.ae,Ascorbate de calcium,FRENCH,أسكوربات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Ascorbate de calcium,FRENCH,أسكوربات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Noir carbone,FRENCH,أسود فحمي,ARABIC,batch 1
sanoop@rightsolutions.ae,Acétate de zinc,FRENCH,أسيتات الزنك,ARABIC,batch 1
sanoop@rightsolutions.ae,Acétate de zinc,FRENCH,أسيتات الزنك,ARABIC,batch 1
sanoop@rightsolutions.ae,Acétate de cyclohexyle,FRENCH,أسيتات السيكلوهيكسل,ARABIC,batch 1
sanoop@rightsolutions.ae,Acétate de calcium,FRENCH,أسيتات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Acétate de calcium,FRENCH,أسيتات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Peroxyde d'acétone,FRENCH,أسيتون,ARABIC,batch 1
sanoop@rightsolutions.ae,Acide alginique,FRENCH,أسيد الألجني,ARABIC,batch 1
sanoop@rightsolutions.ae,Acide alginique,FRENCH,أسيد الألجني,ARABIC,batch 1
sanoop@rightsolutions.ae,Acides aminés,FRENCH,أسيد أحادي البروتين,ARABIC,batch 1
sanoop@rightsolutions.ae,Phosphate acide de calcium,FRENCH,أسيد فوسفات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Fingers au chocolat,FRENCH,أصبع الشوكولاتة,ARABIC,batch 1
sanoop@rightsolutions.ae,Glutamate d'Ammonium,FRENCH,أضافات غذائية E624,ARABIC,batch 1
sanoop@rightsolutions.ae,Herbe balsamique,FRENCH,أعشاب البلسم,ARABIC,batch 1
sanoop@rightsolutions.ae,Avocat,FRENCH,أفوكادو,ARABIC,batch 1
sanoop@rightsolutions.ae,Cuisses de grenouilles,FRENCH,أقدام الضفدع,ARABIC,batch 1
sanoop@rightsolutions.ae,Acroléine,FRENCH,"أكرولين، مركب طيار من الغيليسرين",ARABIC,batch 1
sanoop@rightsolutions.ae,Oxyde de zinc,FRENCH,أكسيد الزنك,ARABIC,batch 1
sanoop@rightsolutions.ae,Oxyde de calcium,FRENCH,أكسيد الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Oxyde de calcium,FRENCH,أكسيد الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Oxyhydrate d'éthyle,FRENCH,أكسيهايدريت الأثيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Aldéhyde C-16,FRENCH,ألداهايد سي-16,ARABIC,batch 1
sanoop@rightsolutions.ae,Aldéhyde benzoïque,FRENCH,ألدهايد البنزويك,ARABIC,batch 1
sanoop@rightsolutions.ae,Alfabeto,FRENCH,ألفابيتو,ARABIC,batch 1
sanoop@rightsolutions.ae,Couleurs,FRENCH,ألوان (),ARABIC,batch 1
sanoop@rightsolutions.ae,Couleurs,FRENCH,ألوان (),ARABIC,batch 1
sanoop@rightsolutions.ae,Couleurs,FRENCH,ألوان (),ARABIC,batch 1
sanoop@rightsolutions.ae,Couleurs,FRENCH,ألوان (),ARABIC,batch 1
sanoop@rightsolutions.ae,Colorants artificiels,FRENCH,ألوان صناعية,ARABIC,batch 1
sanoop@rightsolutions.ae,Colorants artificiels,FRENCH,ألوان صناعية,ARABIC,batch 1
sanoop@rightsolutions.ae,Aluminium,FRENCH,ألومونيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre de racine de chicorée,FRENCH,ألياف جذر الهندباء,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre de racine de chicorée,FRENCH,ألياف جذر الهندباء,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre bêta d'orge,FRENCH,ألياف شعير بيتا,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre bêta d'orge,FRENCH,ألياف شعير بيتا,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre alimentaire,FRENCH,ألياف غذائية,ARABIC,batch 1
sanoop@rightsolutions.ae,Fibre alimentaire,FRENCH,ألياف غذائية,ARABIC,batch 1
sanoop@rightsolutions.ae,Fruit et fibre,FRENCH,ألياف وفاكهة,ARABIC,batch 1
sanoop@rightsolutions.ae,Menthe-coq,FRENCH,أليكوست,ARABIC,batch 1
sanoop@rightsolutions.ae,Aluminium - Aluminium,FRENCH,أليمونيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Aluminium,FRENCH,أليمونيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Gaspareau,FRENCH,أليوايف,ARABIC,batch 1
sanoop@rightsolutions.ae,Sels de calcium d'acides gras,FRENCH,أملاح الكالسيوم من الأحماض الدهنية,ARABIC,batch 1
sanoop@rightsolutions.ae,Caséinates,FRENCH,أملاحه,ARABIC,batch 1
sanoop@rightsolutions.ae,Amioca,FRENCH,أميوكا,ARABIC,batch 1
sanoop@rightsolutions.ae,Ananas séché,FRENCH,أنانس مجفف,ARABIC,batch 1
sanoop@rightsolutions.ae,Anthranilate de cinnamyle,FRENCH,أنثرنيلات القرفة,ARABIC,batch 1
sanoop@rightsolutions.ae,Tartrate mono et diglycéride d'acétyle,FRENCH,أنزيم خل,ARABIC,batch 1
sanoop@rightsolutions.ae,Amylases,FRENCH,أنزيم سكري,ARABIC,batch 1
sanoop@rightsolutions.ae,Anchois Européen,FRENCH,أنشوجة أوروبية,ARABIC,batch 1
sanoop@rightsolutions.ae,Anhydride adipique,FRENCH,أنهايدريد دهني,ARABIC,batch 1
sanoop@rightsolutions.ae,Feuilles de bardane,FRENCH,أوراق الأرقطيون,ARABIC,batch 1
sanoop@rightsolutions.ae,Feuille de curry,FRENCH,أوراق الكاري,ARABIC,batch 1
sanoop@rightsolutions.ae,Feuille de coriandre,FRENCH,أوراق الكزبرة,ARABIC,batch 1
sanoop@rightsolutions.ae,Feuilles de fenugrec séchées,FRENCH,أوراق حلبة مجففة,ARABIC,batch 1
sanoop@rightsolutions.ae,Oléate d'aluminium,FRENCH,أوليات الألومونيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Aéro,FRENCH,أيرو,ARABIC,batch 1
sanoop@rightsolutions.ae,Isobutyrate de cinnamyle,FRENCH,أيزوبوترايت القرفة,ARABIC,batch 1
sanoop@rightsolutions.ae,Isobutyrate d'éthyle,FRENCH,أيزوبوتيرات الأثيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Açai,FRENCH,آساي,ARABIC,batch 1
sanoop@rightsolutions.ae,Ackee,FRENCH,آقية,ARABIC,batch 1
sanoop@rightsolutions.ae,Maquereau des Indes,FRENCH,آيلا,ARABIC,batch 1
sanoop@rightsolutions.ae,Papaye séchée,FRENCH,بابايا مجففة,ARABIC,batch 1
sanoop@rightsolutions.ae,Camomille,FRENCH,بابونج,ARABIC,batch 1
sanoop@rightsolutions.ae,Camomille,FRENCH,بابونج,ARABIC,batch 1
sanoop@rightsolutions.ae,Aubergine,FRENCH,باذنجان,ARABIC,batch 1
sanoop@rightsolutions.ae,Aubergine,FRENCH,باذنجان,ARABIC,batch 1
sanoop@rightsolutions.ae,Butylparabène,FRENCH,بارابين البوتيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Double Decker,FRENCH,باص بكابينتين,ARABIC,batch 1
sanoop@rightsolutions.ae,Pantothenate de calcium,FRENCH,بانتوثينات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Pantothenate de calcium,FRENCH,بانتوثينات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Bounty,FRENCH,باونتي / شوكولا باونتي,ARABIC,batch 1
sanoop@rightsolutions.ae,Butyrate d'anisyle,FRENCH,بترات اليانسون,ARABIC,batch 1
sanoop@rightsolutions.ae,Graines de bardane,FRENCH,بذور الأرقطيون,ARABIC,batch 1
sanoop@rightsolutions.ae,Graine d'aneth,FRENCH,بذور الشبت,ARABIC,batch 1
sanoop@rightsolutions.ae,Graine de chia,FRENCH,بذور الشيا,ARABIC,batch 1
sanoop@rightsolutions.ae,Graine de céleri,FRENCH,بذور الكرفس,ARABIC,batch 1
sanoop@rightsolutions.ae,Graines de carambole,FRENCH,بذور الينسون,ARABIC,batch 1
sanoop@rightsolutions.ae,Graine de cydonia,FRENCH,بذور سيدونيا,ARABIC,batch 1
sanoop@rightsolutions.ae,Graine de carvi,FRENCH,بذور كراويا,ARABIC,batch 1
sanoop@rightsolutions.ae,Aloo paratha,FRENCH,براتا محشوة,ARABIC,batch 1
sanoop@rightsolutions.ae,Germes de soja,FRENCH,براعم الفاصوليا,ARABIC,batch 1
sanoop@rightsolutions.ae,Choux de Bruxelles,FRENCH,براعم بروكسل,ARABIC,batch 1
sanoop@rightsolutions.ae,Choux de Bruxelles,FRENCH,براعم بروكسل,ARABIC,batch 1
sanoop@rightsolutions.ae,Eau-de-vie de fruits,FRENCH,براندي الفاكهة,ARABIC,batch 1
sanoop@rightsolutions.ae,Brandy snaps,FRENCH,براندي سنابس,ARABIC,batch 1
sanoop@rightsolutions.ae,Brownie au chocolat,FRENCH,براوني الشوكولاتة,ARABIC,batch 1
sanoop@rightsolutions.ae,Orange sanguine,FRENCH,برتقال أحمر / برتقال ماوردي,ARABIC,batch 1
sanoop@rightsolutions.ae,Burger de bœuf,FRENCH,برجر لحم,ARABIC,batch 1
sanoop@rightsolutions.ae,Luzerne,FRENCH,برسيم حجازي,ARABIC,batch 1
sanoop@rightsolutions.ae,Boulgour,FRENCH,برغل القمح,ARABIC,batch 1
sanoop@rightsolutions.ae,Bière brute,FRENCH,برميل مشروب الشعير,ARABIC,batch 1
sanoop@rightsolutions.ae,Propionate de citronellyle,FRENCH,بروبيونات السترونيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Propionate de cyclohexyle,FRENCH,بروبيونات السيكلوهكسيل,ARABIC,batch 1
sanoop@rightsolutions.ae,Propionate de calcium,FRENCH,بروبيونات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Propionate de calcium,FRENCH,بروبيونات الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Propionate d'anisyle,FRENCH,بروبيونات اليانسون,ARABIC,batch 1
sanoop@rightsolutions.ae,Albumine,FRENCH,بروتين,ARABIC,batch 1
sanoop@rightsolutions.ae,Protéines de lait,FRENCH,بروتين الحليب,ARABIC,batch 1
sanoop@rightsolutions.ae,Brocoli,FRENCH,بروكلي,ARABIC,batch 1
sanoop@rightsolutions.ae,Brocoli,FRENCH,بروكلي,ARABIC,batch 1
sanoop@rightsolutions.ae,Bromate de calcium,FRENCH,بروميت الكالسيوم,ARABIC,batch 1
sanoop@rightsolutions.ae,Brem,FRENCH,بريم,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuit,FRENCH,بسكوت,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuit,FRENCH,بسكوت,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuit sec,FRENCH,بسكوت أوليفر,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuit battu,FRENCH,بسكوت بيتن,ARABIC,batch 1
sanoop@rightsolutions.ae,Chocolat digestif,FRENCH,بسكوت دايجيستف بالشوكولاتة,ARABIC,batch 1
sanoop@rightsolutions.ae,Biscuit au chocolat,FRENCH,بسكويت الشوكولاتة,ARABIC,batch 1
sanoop@rightsolutions.ae,Pastirma,FRENCH,بصطرمة,ARABIC,batch 1
sanoop@rightsolutions.ae,Pastirma,FRENCH,بصطرمة,ARABIC,batch 1
sanoop@rightsolutions.ae,Ciboulette séchée,FRENCH,بصل أخضر مجفف,ARABIC,batch 1
sanoop@rightsolutions.ae,Cormes,FRENCH,بصيلة,ARABIC,batch 1
sanoop@rightsolutions.ae,Canard de Bombay,FRENCH,بط بومباي,ARABIC,batch 1
sanoop@rightsolutions.ae,Canard,FRENCH,بطة,ARABIC,batch 1
sanoop@rightsolutions.ae,Canard domestique,FRENCH,بطة محلية,ARABIC,batch 1
sanoop@rightsolutions.ae,Melon cantaloup,FRENCH,بطيخ الشمام,ARABIC,batch 1
sanoop@rightsolutions.ae,Melon amer,FRENCH,بطيخ مر,ARABIC,batch 1
sanoop@rightsolutions.ae,After Eight,FRENCH,بعد الثامنة,ARABIC,batch 1
sanoop@rightsolutions.ae,Cicely,FRENCH,بقدونس إفرنجي,ARABIC,batch 1
sanoop@rightsolutions.ae,Baklava,FRENCH,بقلاوة,ARABIC,batch 1
sanoop@rightsolutions.ae,Moule bleue,FRENCH,بلح البحر الأزرق,ARABIC,batch 1
sanoop@rightsolutions.ae,Baume,FRENCH,بلسم,ARABIC,batch 1
