admin_user_email,input_phrase,input_language,output_phrase,output_language,category
sanoop@rightsolutions.ae,الفليفلة,ARABIC,Poivron,FRENCH,batch 1
sanoop@rightsolutions.ae,الفول,ARABIC,Fèves,FRENCH,batch 1
sanoop@rightsolutions.ae,القرنفل,ARABIC,Clou de girofle,FRENCH,batch 1
sanoop@rightsolutions.ae,القشطة,ARABIC,Pomme à la crème,FRENCH,batch 1
sanoop@rightsolutions.ae,الكاجو,ARABIC,Anacardier,FRENCH,batch 1
sanoop@rightsolutions.ae,الكاراجينان,ARABIC,Carraghénane,FRENCH,batch 1
sanoop@rightsolutions.ae,الكاراجينان,ARABIC,Carraghénane,FRENCH,batch 1
sanoop@rightsolutions.ae,الكاروتينات,ARABIC,Carotènes,FRENCH,batch 1
sanoop@rightsolutions.ae,الكازين,ARABIC,Caséine,FRENCH,batch 1
sanoop@rightsolutions.ae,الكاكاو,ARABIC,Solides de cacao,FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم,ARABIC,Calcium (Ca),FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم,ARABIC,"Calcium, Ca",FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,5'-ribonucléotides de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,5'-ribonucléotides de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم السكرين,ARABIC,Saccharine de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,الكالسيوم إينوزينات,ARABIC,Inosinate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,الكانولا,ARABIC,Canola,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramel,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramel,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramelle,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل ١,ARABIC,Caramel I,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل ٢,ARABIC,Caramel II,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل ٣,ARABIC,Caramel III,FRENCH,batch 1
sanoop@rightsolutions.ae,الكراميل ٤,ARABIC,Caramel IV,FRENCH,batch 1
sanoop@rightsolutions.ae,"الكربوهيدرات ، عن طريق الفرق",ARABIC,"Glucides, par différence",FRENCH,batch 1
sanoop@rightsolutions.ae,الكركمين,ARABIC,Curcumine,FRENCH,batch 1
sanoop@rightsolutions.ae,الكركمين,ARABIC,Curcumine,FRENCH,batch 1
sanoop@rightsolutions.ae,الكرنب,ARABIC,Chou,FRENCH,batch 1
sanoop@rightsolutions.ae,الكسافا,ARABIC,Manioc,FRENCH,batch 1
sanoop@rightsolutions.ae,الكلور,ARABIC,Chlore,FRENCH,batch 1
sanoop@rightsolutions.ae,الكلوروفيل,ARABIC,Chlorophylle,FRENCH,batch 1
sanoop@rightsolutions.ae,الكلوروفيل والكلوروفيلين,ARABIC,Chlorophylles,FRENCH,batch 1
sanoop@rightsolutions.ae,الكمية,ARABIC,Quantité,FRENCH,batch 1
sanoop@rightsolutions.ae,الكمية لكل 100جرام,ARABIC,Quantité par 100 grammes,FRENCH,batch 1
sanoop@rightsolutions.ae,الكمية لكل 100جرام,ARABIC,Quantité par 100 g,FRENCH,batch 1
sanoop@rightsolutions.ae,الكوكا كولا,ARABIC,Coca Cola,FRENCH,batch 1
sanoop@rightsolutions.ae,الكولا,ARABIC,Cola,FRENCH,batch 1
sanoop@rightsolutions.ae,الكولاجين,ARABIC,Collagène,FRENCH,batch 1
sanoop@rightsolutions.ae,الكولين,ARABIC,Choline,FRENCH,batch 1
sanoop@rightsolutions.ae,اللحم البقري المحفوظ,ARABIC,Bœuf salé,FRENCH,batch 1
sanoop@rightsolutions.ae,اللون القرمزي,ARABIC,Carmin,FRENCH,batch 1
sanoop@rightsolutions.ae,اللون القرمزي,ARABIC,Carmoisine,FRENCH,batch 1
sanoop@rightsolutions.ae,الليمون الأسود,ARABIC,Lime séchée,FRENCH,batch 1
sanoop@rightsolutions.ae,المافن الإنجليزي,ARABIC,Muffin anglais,FRENCH,batch 1
sanoop@rightsolutions.ae,المعامل 504,ARABIC,"Decanol-1, Naturel",FRENCH,batch 1
sanoop@rightsolutions.ae,المقرمشات,ARABIC,Biscuits,FRENCH,batch 1
sanoop@rightsolutions.ae,الهليون,ARABIC,Asperges,FRENCH,batch 1
sanoop@rightsolutions.ae,الهليونين,ARABIC,Asparagine,FRENCH,batch 1
sanoop@rightsolutions.ae,الهندباء,ARABIC,Pissenlit,FRENCH,batch 1
sanoop@rightsolutions.ae,الهندباء البرية,ARABIC,Chicorée,FRENCH,batch 1
sanoop@rightsolutions.ae,اليوريا,ARABIC,Carbamide,FRENCH,batch 1
sanoop@rightsolutions.ae,اليوريا,ARABIC,Carbamide,FRENCH,batch 1
sanoop@rightsolutions.ae,انزيمات,ARABIC,Enzymes,FRENCH,batch 1
sanoop@rightsolutions.ae,إثيل أكريليت,ARABIC,Acrylate d'éthyle,FRENCH,batch 1
sanoop@rightsolutions.ae,إثيل سيليولوز,ARABIC,Ethyl Cellulose,FRENCH,batch 1
sanoop@rightsolutions.ae,إرجوستيرول,ARABIC,Ergostérol,FRENCH,batch 1
sanoop@rightsolutions.ae,إرغوكالسيفرول,ARABIC,Ergocalciférol,FRENCH,batch 1
sanoop@rightsolutions.ae,إريتروسين (اللون الأحمر في بعض الصناعات الطبية),ARABIC,Érythrosine,FRENCH,batch 1
sanoop@rightsolutions.ae,إريثريتول (سكر من الطحالب),ARABIC,Érythritol,FRENCH,batch 1
sanoop@rightsolutions.ae,إضافات إضافية,ARABIC,Additifs supplémentaires,FRENCH,batch 1
sanoop@rightsolutions.ae,إضافات غذائية,ARABIC,Pectine amidée,FRENCH,batch 1
sanoop@rightsolutions.ae,إضافات غذائية E368,ARABIC,Fumarate d'Ammonium,FRENCH,batch 1
sanoop@rightsolutions.ae,إضافة,ARABIC,Plus 100,FRENCH,batch 1
sanoop@rightsolutions.ae,إنجليزي,ARABIC,Anglais,FRENCH,batch 1
sanoop@rightsolutions.ae,إيثانول,ARABIC,Éthanol,FRENCH,batch 1
sanoop@rightsolutions.ae,أبسينيت,ARABIC,Absinthe,FRENCH,batch 1
sanoop@rightsolutions.ae,أبلتايزر,ARABIC,Appletiseur,FRENCH,batch 1
sanoop@rightsolutions.ae,أجار دنماركي,ARABIC,Gélose danoise,FRENCH,batch 1
sanoop@rightsolutions.ae,أحادي الجليسورد بالأستيل,ARABIC,Monoglycéride acétylé,FRENCH,batch 1
sanoop@rightsolutions.ae,أحماض,ARABIC,Acides,FRENCH,batch 1
sanoop@rightsolutions.ae,أحماض/ منظم أحماض,ARABIC,Acides / Régulateurs d'acide,FRENCH,batch 1
sanoop@rightsolutions.ae,أرجينات لاوريول الأثيل,ARABIC,Ethyl lauroyle arginate,FRENCH,batch 1
sanoop@rightsolutions.ae,أساس العلكة,ARABIC,Base de chewing gum,FRENCH,batch 1
sanoop@rightsolutions.ae,أستازانتين,ARABIC,Astaxanthine,FRENCH,batch 1
sanoop@rightsolutions.ae,أسكوربات الكالسيوم,ARABIC,Ascorbate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أسكوربات الكالسيوم,ARABIC,Ascorbate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أسود فحمي,ARABIC,Noir carbone,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتات الزنك,ARABIC,Acétate de zinc,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتات الزنك,ARABIC,Acétate de zinc,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتات السيكلوهيكسل,ARABIC,Acétate de cyclohexyle,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتات الكالسيوم,ARABIC,Acétate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتات الكالسيوم,ARABIC,Acétate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيتون,ARABIC,Peroxyde d'acétone,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيد الألجني,ARABIC,Acide alginique,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيد الألجني,ARABIC,Acide alginique,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيد أحادي البروتين,ARABIC,Acides aminés,FRENCH,batch 1
sanoop@rightsolutions.ae,أسيد فوسفات الكالسيوم,ARABIC,Phosphate acide de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أصبع الشوكولاتة,ARABIC,Fingers au chocolat,FRENCH,batch 1
sanoop@rightsolutions.ae,أضافات غذائية E624,ARABIC,Glutamate d'Ammonium,FRENCH,batch 1
sanoop@rightsolutions.ae,أعشاب البلسم,ARABIC,Herbe balsamique,FRENCH,batch 1
sanoop@rightsolutions.ae,أفوكادو,ARABIC,Avocat,FRENCH,batch 1
sanoop@rightsolutions.ae,أقدام الضفدع,ARABIC,Cuisses de grenouilles,FRENCH,batch 1
sanoop@rightsolutions.ae,"أكرولين، مركب طيار من الغيليسرين",ARABIC,Acroléine,FRENCH,batch 1
sanoop@rightsolutions.ae,أكسيد الزنك,ARABIC,Oxyde de zinc,FRENCH,batch 1
sanoop@rightsolutions.ae,أكسيد الكالسيوم,ARABIC,Oxyde de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أكسيد الكالسيوم,ARABIC,Oxyde de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,أكسيهايدريت الأثيل,ARABIC,Oxyhydrate d'éthyle,FRENCH,batch 1
sanoop@rightsolutions.ae,ألداهايد سي-16,ARABIC,Aldéhyde C-16,FRENCH,batch 1
sanoop@rightsolutions.ae,ألدهايد البنزويك,ARABIC,Aldéhyde benzoïque,FRENCH,batch 1
sanoop@rightsolutions.ae,ألفابيتو,ARABIC,Alfabeto,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Couleurs,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Couleurs,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Couleurs,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Couleurs,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان صناعية,ARABIC,Colorants artificiels,FRENCH,batch 1
sanoop@rightsolutions.ae,ألوان صناعية,ARABIC,Colorants artificiels,FRENCH,batch 1
sanoop@rightsolutions.ae,ألومونيوم,ARABIC,Aluminium,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف جذر الهندباء,ARABIC,Fibre de racine de chicorée,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف جذر الهندباء,ARABIC,Fibre de racine de chicorée,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف شعير بيتا,ARABIC,Fibre bêta d'orge,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف شعير بيتا,ARABIC,Fibre bêta d'orge,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف غذائية,ARABIC,Fibre alimentaire,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف غذائية,ARABIC,Fibre alimentaire,FRENCH,batch 1
sanoop@rightsolutions.ae,ألياف وفاكهة,ARABIC,Fruit et fibre,FRENCH,batch 1
sanoop@rightsolutions.ae,أليكوست,ARABIC,Menthe-coq,FRENCH,batch 1
sanoop@rightsolutions.ae,أليمونيوم,ARABIC,Aluminium - Aluminium,FRENCH,batch 1
sanoop@rightsolutions.ae,أليمونيوم,ARABIC,Aluminium,FRENCH,batch 1
sanoop@rightsolutions.ae,أليوايف,ARABIC,Gaspareau,FRENCH,batch 1
sanoop@rightsolutions.ae,أملاح الكالسيوم من الأحماض الدهنية,ARABIC,Sels de calcium d'acides gras,FRENCH,batch 1
sanoop@rightsolutions.ae,أملاحه,ARABIC,Caséinates,FRENCH,batch 1
sanoop@rightsolutions.ae,أميوكا,ARABIC,Amioca,FRENCH,batch 1
sanoop@rightsolutions.ae,أنانس مجفف,ARABIC,Ananas séché,FRENCH,batch 1
sanoop@rightsolutions.ae,أنثرنيلات القرفة,ARABIC,Anthranilate de cinnamyle,FRENCH,batch 1
sanoop@rightsolutions.ae,أنزيم خل,ARABIC,Tartrate mono et diglycéride d'acétyle,FRENCH,batch 1
sanoop@rightsolutions.ae,أنزيم سكري,ARABIC,Amylases,FRENCH,batch 1
sanoop@rightsolutions.ae,أنشوجة أوروبية,ARABIC,Anchois Européen,FRENCH,batch 1
sanoop@rightsolutions.ae,أنهايدريد دهني,ARABIC,Anhydride adipique,FRENCH,batch 1
sanoop@rightsolutions.ae,أوراق الأرقطيون,ARABIC,Feuilles de bardane,FRENCH,batch 1
sanoop@rightsolutions.ae,أوراق الكاري,ARABIC,Feuille de curry,FRENCH,batch 1
sanoop@rightsolutions.ae,أوراق الكزبرة,ARABIC,Feuille de coriandre,FRENCH,batch 1
sanoop@rightsolutions.ae,أوراق حلبة مجففة,ARABIC,Feuilles de fenugrec séchées,FRENCH,batch 1
sanoop@rightsolutions.ae,أوليات الألومونيوم,ARABIC,Oléate d'aluminium,FRENCH,batch 1
sanoop@rightsolutions.ae,أيرو,ARABIC,Aéro,FRENCH,batch 1
sanoop@rightsolutions.ae,أيزوبوترايت القرفة,ARABIC,Isobutyrate de cinnamyle,FRENCH,batch 1
sanoop@rightsolutions.ae,أيزوبوتيرات الأثيل,ARABIC,Isobutyrate d'éthyle,FRENCH,batch 1
sanoop@rightsolutions.ae,آساي,ARABIC,Açai,FRENCH,batch 1
sanoop@rightsolutions.ae,آقية,ARABIC,Ackee,FRENCH,batch 1
sanoop@rightsolutions.ae,آيلا,ARABIC,Maquereau des Indes,FRENCH,batch 1
sanoop@rightsolutions.ae,بابايا مجففة,ARABIC,Papaye séchée,FRENCH,batch 1
sanoop@rightsolutions.ae,بابونج,ARABIC,Camomille,FRENCH,batch 1
sanoop@rightsolutions.ae,بابونج,ARABIC,Camomille,FRENCH,batch 1
sanoop@rightsolutions.ae,باذنجان,ARABIC,Aubergine,FRENCH,batch 1
sanoop@rightsolutions.ae,باذنجان,ARABIC,Aubergine,FRENCH,batch 1
sanoop@rightsolutions.ae,بارابين البوتيل,ARABIC,Butylparabène,FRENCH,batch 1
sanoop@rightsolutions.ae,باص بكابينتين,ARABIC,Double Decker,FRENCH,batch 1
sanoop@rightsolutions.ae,بانتوثينات الكالسيوم,ARABIC,Pantothenate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,بانتوثينات الكالسيوم,ARABIC,Pantothenate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,باونتي / شوكولا باونتي,ARABIC,Bounty,FRENCH,batch 1
sanoop@rightsolutions.ae,بترات اليانسون,ARABIC,Butyrate d'anisyle,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور الأرقطيون,ARABIC,Graines de bardane,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور الشبت,ARABIC,Graine d'aneth,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور الشيا,ARABIC,Graine de chia,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور الكرفس,ARABIC,Graine de céleri,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور الينسون,ARABIC,Graines de carambole,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور سيدونيا,ARABIC,Graine de cydonia,FRENCH,batch 1
sanoop@rightsolutions.ae,بذور كراويا,ARABIC,Graine de carvi,FRENCH,batch 1
sanoop@rightsolutions.ae,براتا محشوة,ARABIC,Aloo paratha,FRENCH,batch 1
sanoop@rightsolutions.ae,براعم الفاصوليا,ARABIC,Germes de soja,FRENCH,batch 1
sanoop@rightsolutions.ae,براعم بروكسل,ARABIC,Choux de Bruxelles,FRENCH,batch 1
sanoop@rightsolutions.ae,براعم بروكسل,ARABIC,Choux de Bruxelles,FRENCH,batch 1
sanoop@rightsolutions.ae,براندي الفاكهة,ARABIC,Eau-de-vie de fruits,FRENCH,batch 1
sanoop@rightsolutions.ae,براندي سنابس,ARABIC,Brandy snaps,FRENCH,batch 1
sanoop@rightsolutions.ae,براوني الشوكولاتة,ARABIC,Brownie au chocolat,FRENCH,batch 1
sanoop@rightsolutions.ae,برتقال أحمر / برتقال ماوردي,ARABIC,Orange sanguine,FRENCH,batch 1
sanoop@rightsolutions.ae,برجر لحم,ARABIC,Burger de bœuf,FRENCH,batch 1
sanoop@rightsolutions.ae,برسيم حجازي,ARABIC,Luzerne,FRENCH,batch 1
sanoop@rightsolutions.ae,برغل القمح,ARABIC,Boulgour,FRENCH,batch 1
sanoop@rightsolutions.ae,برميل مشروب الشعير,ARABIC,Bière brute,FRENCH,batch 1
sanoop@rightsolutions.ae,بروبيونات السترونيل,ARABIC,Propionate de citronellyle,FRENCH,batch 1
sanoop@rightsolutions.ae,بروبيونات السيكلوهكسيل,ARABIC,Propionate de cyclohexyle,FRENCH,batch 1
sanoop@rightsolutions.ae,بروبيونات الكالسيوم,ARABIC,Propionate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,بروبيونات الكالسيوم,ARABIC,Propionate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,بروبيونات اليانسون,ARABIC,Propionate d'anisyle,FRENCH,batch 1
sanoop@rightsolutions.ae,بروتين,ARABIC,Albumine,FRENCH,batch 1
sanoop@rightsolutions.ae,بروتين الحليب,ARABIC,Protéines de lait,FRENCH,batch 1
sanoop@rightsolutions.ae,بروكلي,ARABIC,Brocoli,FRENCH,batch 1
sanoop@rightsolutions.ae,بروكلي,ARABIC,Brocoli,FRENCH,batch 1
sanoop@rightsolutions.ae,بروميت الكالسيوم,ARABIC,Bromate de calcium,FRENCH,batch 1
sanoop@rightsolutions.ae,بريم,ARABIC,Brem,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكوت,ARABIC,Biscuit,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكوت,ARABIC,Biscuit,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكوت أوليفر,ARABIC,Biscuit sec,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكوت بيتن,ARABIC,Biscuit battu,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكوت دايجيستف بالشوكولاتة,ARABIC,Chocolat digestif,FRENCH,batch 1
sanoop@rightsolutions.ae,بسكويت الشوكولاتة,ARABIC,Biscuit au chocolat,FRENCH,batch 1
sanoop@rightsolutions.ae,بصطرمة,ARABIC,Pastirma,FRENCH,batch 1
sanoop@rightsolutions.ae,بصطرمة,ARABIC,Pastirma,FRENCH,batch 1
sanoop@rightsolutions.ae,بصل أخضر مجفف,ARABIC,Ciboulette séchée,FRENCH,batch 1
sanoop@rightsolutions.ae,بصيلة,ARABIC,Cormes,FRENCH,batch 1
sanoop@rightsolutions.ae,بط بومباي,ARABIC,Canard de Bombay,FRENCH,batch 1
sanoop@rightsolutions.ae,بطة,ARABIC,Canard,FRENCH,batch 1
sanoop@rightsolutions.ae,بطة محلية,ARABIC,Canard domestique,FRENCH,batch 1
sanoop@rightsolutions.ae,بطيخ الشمام,ARABIC,Melon cantaloup,FRENCH,batch 1
sanoop@rightsolutions.ae,بطيخ مر,ARABIC,Melon amer,FRENCH,batch 1
sanoop@rightsolutions.ae,بعد الثامنة,ARABIC,After Eight,FRENCH,batch 1
sanoop@rightsolutions.ae,بقدونس إفرنجي,ARABIC,Cicely,FRENCH,batch 1
sanoop@rightsolutions.ae,بقلاوة,ARABIC,Baklava,FRENCH,batch 1
sanoop@rightsolutions.ae,بلح البحر الأزرق,ARABIC,Moule bleue,FRENCH,batch 1
sanoop@rightsolutions.ae,بلسم,ARABIC,Baume,FRENCH,batch 1
