admin_user_email,input_phrase,input_language,output_phrase,output_language,category
sanoop@rightsolutions.ae,السعرات الحرارية من الدهون,ARABIC,Calories from Fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,السلق,ARABIC,Chard,ENGLISH,batch 1
sanoop@rightsolutions.ae,السلولوز,ARABIC,Cellulose,ENGLISH,batch 1
sanoop@rightsolutions.ae,السلولوز,ARABIC,Cellulose,ENGLISH,batch 1
sanoop@rightsolutions.ae,السمكة المنتفخة,ARABIC,Blowfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,السنط,ARABIC,Acacia,ENGLISH,batch 1
sanoop@rightsolutions.ae,السيستين,ARABIC,Cysteine,ENGLISH,batch 1
sanoop@rightsolutions.ae,السيستين,ARABIC,Cysteine,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشبت,ARABIC,Dill,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشبت ومشتقاته,ARABIC,Dill and Its Derivatives,ENGLISH,batch 1
sanoop@rightsolutions.ae,"الشعير، شراب",ARABIC,"Barley, Malted",ENGLISH,batch 1
sanoop@rightsolutions.ae,الشمندر,ARABIC,Beetroot,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشمندر الأحمر,ARABIC,Beet Red,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشمندر الأحمر - البيتانين,ARABIC,Beetroot Red - Betanin,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشمندر الأخضر,ARABIC,Beet Greens,ENGLISH,batch 1
sanoop@rightsolutions.ae,"الشمندر، مجفف",ARABIC,"Beets, Dehydrated",ENGLISH,batch 1
sanoop@rightsolutions.ae,الشوكولاتة الداكنة هوبس نوبس,ARABIC,Dark Chocolate Hobnobs,ENGLISH,batch 1
sanoop@rightsolutions.ae,الشوكولاته الداكنة,ARABIC,Dark Chocolate,ENGLISH,batch 1
sanoop@rightsolutions.ae,الطاقة بالكيلو سعرة حرارية,ARABIC,Energy kcal,ENGLISH,batch 1
sanoop@rightsolutions.ae,العقيق الأسود,ARABIC,Black Onyx,ENGLISH,batch 1
sanoop@rightsolutions.ae,الغزال,ARABIC,Deer,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الحار,ARABIC,Chili,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الحار,ARABIC,Chili Pepper,ENGLISH,batch 1
sanoop@rightsolutions.ae,"الفلفل الحار ، الفلفل الحلو",ARABIC,"Chili Pepper, Paprika",ENGLISH,batch 1
sanoop@rightsolutions.ae,"الفلفل الحار ، الفلفل حريف",ARABIC,"Chili Pepper, Cayenne Pepper",ENGLISH,batch 1
sanoop@rightsolutions.ae,"الفلفل الحار ، هابانيرو",ARABIC,"Chili Pepper, Habanero",ENGLISH,batch 1
sanoop@rightsolutions.ae,"الفلفل الحار ، هالابينو",ARABIC,"Chili Pepper, Jalapeno",ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الحار والفلفل الحار,ARABIC,"Chili Pepper, Tabasco Pepper",ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الحلو,ARABIC,Bell Pepper,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الحلو,ARABIC,Bell Pepper,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفلفل الكرزي,ARABIC,Cherry Pepper,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفليفلة,ARABIC,Capsicum,ENGLISH,batch 1
sanoop@rightsolutions.ae,الفول,ARABIC,Broad Beans,ENGLISH,batch 1
sanoop@rightsolutions.ae,القرنفل,ARABIC,Clove,ENGLISH,batch 1
sanoop@rightsolutions.ae,القشطة,ARABIC,Custard Apple,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكاجو,ARABIC,Cashew,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكاراجينان,ARABIC,Carrageenan,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكاراجينان,ARABIC,Carrageenan,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكاروتينات,ARABIC,Carotenes,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكازين,ARABIC,Casein,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكاكاو,ARABIC,Cocoa solids,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم,ARABIC,Calcium (Ca),ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم,ARABIC,"Calcium, Ca",ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,Calcium 5'-ribonucleotides,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم 5'-ريبونوكليوتيدات,ARABIC,Calcium 5'-ribonucleotides,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم السكرين,ARABIC,Calcium Saccharin,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكالسيوم إينوزينات,ARABIC,Calcium Inosinate,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكانولا,ARABIC,Canola,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramel,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramel,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل,ARABIC,Caramelle,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل ١,ARABIC,Caramel I,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل ٢,ARABIC,Caramel II,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل ٣,ARABIC,Caramel III,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكراميل ٤,ARABIC,Caramel IV,ENGLISH,batch 1
sanoop@rightsolutions.ae,"الكربوهيدرات ، عن طريق الفرق",ARABIC,"Carbohydrate, by difference",ENGLISH,batch 1
sanoop@rightsolutions.ae,الكركمين,ARABIC,Curcumin,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكركمين,ARABIC,Curcumin,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكرنب,ARABIC,Cabbage,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكسافا,ARABIC,Cassava,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكلور,ARABIC,Chlorine,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكلوروفيل,ARABIC,Chlorophyll,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكلوروفيل والكلوروفيلين,ARABIC,Chlorophylls and Chlorophyllins,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكمية,ARABIC,Amount,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكمية لكل 100جرام,ARABIC,Amount per 100 grams,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكمية لكل 100جرام,ARABIC,Amount per 100 g,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكوكا كولا,ARABIC,Coca-Cola,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكولا,ARABIC,Cola,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكولاجين,ARABIC,Collagen,ENGLISH,batch 1
sanoop@rightsolutions.ae,الكولين,ARABIC,Choline,ENGLISH,batch 1
sanoop@rightsolutions.ae,اللحم البقري المحفوظ,ARABIC,Corned Beef,ENGLISH,batch 1
sanoop@rightsolutions.ae,اللون القرمزي,ARABIC,Carmine,ENGLISH,batch 1
sanoop@rightsolutions.ae,اللون القرمزي,ARABIC,Carmoisine,ENGLISH,batch 1
sanoop@rightsolutions.ae,الليمون الأسود,ARABIC,Black Limes,ENGLISH,batch 1
sanoop@rightsolutions.ae,المافن الإنجليزي,ARABIC,English Muffin,ENGLISH,batch 1
sanoop@rightsolutions.ae,المعامل 504,ARABIC,"1-Decanol, Natural",ENGLISH,batch 1
sanoop@rightsolutions.ae,المقرمشات,ARABIC,Crackers,ENGLISH,batch 1
sanoop@rightsolutions.ae,الهليون,ARABIC,Asparagus,ENGLISH,batch 1
sanoop@rightsolutions.ae,الهليونين,ARABIC,Asparagine,ENGLISH,batch 1
sanoop@rightsolutions.ae,الهندباء,ARABIC,Dandelion,ENGLISH,batch 1
sanoop@rightsolutions.ae,الهندباء البرية,ARABIC,Chicory,ENGLISH,batch 1
sanoop@rightsolutions.ae,اليوريا,ARABIC,Carbamide,ENGLISH,batch 1
sanoop@rightsolutions.ae,اليوريا,ARABIC,Carbamide,ENGLISH,batch 1
sanoop@rightsolutions.ae,انزيمات,ARABIC,Enzymes,ENGLISH,batch 1
sanoop@rightsolutions.ae,إثيل أكريليت,ARABIC,Ethyl Acrylate,ENGLISH,batch 1
sanoop@rightsolutions.ae,إثيل سيليولوز,ARABIC,Ethyl cellulose,ENGLISH,batch 1
sanoop@rightsolutions.ae,إرجوستيرول,ARABIC,Ergosterol,ENGLISH,batch 1
sanoop@rightsolutions.ae,إرغوكالسيفرول,ARABIC,Ergocalciferol,ENGLISH,batch 1
sanoop@rightsolutions.ae,إريتروسين (اللون الأحمر في بعض الصناعات الطبية),ARABIC,Erythrosine,ENGLISH,batch 1
sanoop@rightsolutions.ae,إريثريتول (سكر من الطحالب),ARABIC,Erythritol,ENGLISH,batch 1
sanoop@rightsolutions.ae,إضافات إضافية,ARABIC,Additional Additives,ENGLISH,batch 1
sanoop@rightsolutions.ae,إضافات غذائية,ARABIC,Amidated Pectin,ENGLISH,batch 1
sanoop@rightsolutions.ae,إضافات غذائية E368,ARABIC,Ammonium Fumarate,ENGLISH,batch 1
sanoop@rightsolutions.ae,إضافة,ARABIC,100Plus,ENGLISH,batch 1
sanoop@rightsolutions.ae,إنجليزي,ARABIC,English,ENGLISH,batch 1
sanoop@rightsolutions.ae,إيثانول,ARABIC,Ethanol,ENGLISH,batch 1
sanoop@rightsolutions.ae,أبسينيت,ARABIC,Absinthe,ENGLISH,batch 1
sanoop@rightsolutions.ae,أبلتايزر,ARABIC,Appletiser,ENGLISH,batch 1
sanoop@rightsolutions.ae,أجار دنماركي,ARABIC,Danish Agar,ENGLISH,batch 1
sanoop@rightsolutions.ae,أحادي الجليسورد بالأستيل,ARABIC,Acetylated Monoglyceride,ENGLISH,batch 1
sanoop@rightsolutions.ae,أحماض,ARABIC,Acids (),ENGLISH,batch 1
sanoop@rightsolutions.ae,أحماض/ منظم أحماض,ARABIC,Acids / Acid Regulators (),ENGLISH,batch 1
sanoop@rightsolutions.ae,أرجينات لاوريول الأثيل,ARABIC,Ethyl lauroyl arginate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أساس العلكة,ARABIC,Chewing Gum Base,ENGLISH,batch 1
sanoop@rightsolutions.ae,أستازانتين,ARABIC,Astaxanthin,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسكوربات الكالسيوم,ARABIC,Calcium Ascorbate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسكوربات الكالسيوم,ARABIC,Calcium ascorbate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسود فحمي,ARABIC,Carbon Black,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتات الزنك,ARABIC,Zinc Acetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتات الزنك,ARABIC,Zinc acetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتات السيكلوهيكسل,ARABIC,Cyclohexyl Acetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتات الكالسيوم,ARABIC,Calcium acetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتات الكالسيوم,ARABIC,Calcium Acetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيتون,ARABIC,Acetone Peroxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيد الألجني,ARABIC,Alginic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيد الألجني,ARABIC,Alginic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيد أحادي البروتين,ARABIC,Amino Acids,ENGLISH,batch 1
sanoop@rightsolutions.ae,أسيد فوسفات الكالسيوم,ARABIC,Acid Calcium Phosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أصبع الشوكولاتة,ARABIC,Chocolate Finger,ENGLISH,batch 1
sanoop@rightsolutions.ae,أضافات غذائية E624,ARABIC,Ammonium Glutamate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أعشاب البلسم,ARABIC,Balsam Herb,ENGLISH,batch 1
sanoop@rightsolutions.ae,أفوكادو,ARABIC,Avocado,ENGLISH,batch 1
sanoop@rightsolutions.ae,أقدام الضفدع,ARABIC,Frogs Legs,ENGLISH,batch 1
sanoop@rightsolutions.ae,"أكرولين، مركب طيار من الغيليسرين",ARABIC,Acrolein,ENGLISH,batch 1
sanoop@rightsolutions.ae,أكسيد الزنك,ARABIC,Zinc Oxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,أكسيد الكالسيوم,ARABIC,Calcium Oxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,أكسيد الكالسيوم,ARABIC,Calcium oxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,أكسيهايدريت الأثيل,ARABIC,Ethyl Oxyhydrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألداهايد سي-16,ARABIC,Aldehyde C-16,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألدهايد البنزويك,ARABIC,Benzoic Aldehyde,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألفابيتو,ARABIC,Alfabeto,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Colors (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Colors (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Colours (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان (),ARABIC,Colours (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان صناعية,ARABIC,Artificial Colors (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألوان صناعية,ARABIC,Artificial Colours (),ENGLISH,batch 1
sanoop@rightsolutions.ae,ألومونيوم,ARABIC,Aluminum,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف جذر الهندباء,ARABIC,Chicory Root Fiber,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف جذر الهندباء,ARABIC,Chicory Root Fibre,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف شعير بيتا,ARABIC,Barley Beta Fiber,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف شعير بيتا,ARABIC,Barley Beta Fibre,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف غذائية,ARABIC,Dietary Fiber,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف غذائية,ARABIC,Dietary Fibre,ENGLISH,batch 1
sanoop@rightsolutions.ae,ألياف وفاكهة,ARABIC,Fruit'n Fibre,ENGLISH,batch 1
sanoop@rightsolutions.ae,أليكوست,ARABIC,Alecost,ENGLISH,batch 1
sanoop@rightsolutions.ae,أليمونيوم,ARABIC,Aluminium,ENGLISH,batch 1
sanoop@rightsolutions.ae,أليمونيوم,ARABIC,Aluminium,ENGLISH,batch 1
sanoop@rightsolutions.ae,أليوايف,ARABIC,Alewife,ENGLISH,batch 1
sanoop@rightsolutions.ae,أملاح الكالسيوم من الأحماض الدهنية,ARABIC,Calcium Salts of Fatty Acids,ENGLISH,batch 1
sanoop@rightsolutions.ae,أملاحه,ARABIC,Caseinates,ENGLISH,batch 1
sanoop@rightsolutions.ae,أميوكا,ARABIC,Amioca,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنانس مجفف,ARABIC,Dried Pineapple,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنثرنيلات القرفة,ARABIC,Cinnamyl Anthranilate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنزيم خل,ARABIC,Acetyl Tartrate Mono- and Diglyceride,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنزيم سكري,ARABIC,Amylases,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنشوجة أوروبية,ARABIC,Europen Anchovy,ENGLISH,batch 1
sanoop@rightsolutions.ae,أنهايدريد دهني,ARABIC,Adipic Anhydride,ENGLISH,batch 1
sanoop@rightsolutions.ae,أوراق الأرقطيون,ARABIC,Burdock Leaves,ENGLISH,batch 1
sanoop@rightsolutions.ae,أوراق الكاري,ARABIC,Curry Leaf,ENGLISH,batch 1
sanoop@rightsolutions.ae,أوراق الكزبرة,ARABIC,Cilantro Leaf,ENGLISH,batch 1
sanoop@rightsolutions.ae,أوراق حلبة مجففة,ARABIC,Dried Fenugreek Leaves,ENGLISH,batch 1
sanoop@rightsolutions.ae,أوليات الألومونيوم,ARABIC,Aluminium Oleate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أيرو,ARABIC,Aero,ENGLISH,batch 1
sanoop@rightsolutions.ae,أيزوبوترايت القرفة,ARABIC,Cinnamyl Isobutyrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,أيزوبوتيرات الأثيل,ARABIC,Ethyl Isobutyrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,آساي,ARABIC,Acai,ENGLISH,batch 1
sanoop@rightsolutions.ae,آقية,ARABIC,Ackee,ENGLISH,batch 1
sanoop@rightsolutions.ae,آيلا,ARABIC,Aila,ENGLISH,batch 1
sanoop@rightsolutions.ae,بابايا مجففة,ARABIC,Dried Papaya,ENGLISH,batch 1
sanoop@rightsolutions.ae,بابونج,ARABIC,Camomile,ENGLISH,batch 1
sanoop@rightsolutions.ae,بابونج,ARABIC,Chamomile,ENGLISH,batch 1
sanoop@rightsolutions.ae,باذنجان,ARABIC,Brinjal,ENGLISH,batch 1
sanoop@rightsolutions.ae,باذنجان,ARABIC,Eggplant,ENGLISH,batch 1
sanoop@rightsolutions.ae,بارابين البوتيل,ARABIC,Butylparaben,ENGLISH,batch 1
sanoop@rightsolutions.ae,باص بكابينتين,ARABIC,Double Decker,ENGLISH,batch 1
sanoop@rightsolutions.ae,بانتوثينات الكالسيوم,ARABIC,Calcium Pantothenate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بانتوثينات الكالسيوم,ARABIC,Calcium Pantothenate,ENGLISH,batch 1
sanoop@rightsolutions.ae,باونتي / شوكولا باونتي,ARABIC,Bounty,ENGLISH,batch 1
sanoop@rightsolutions.ae,بترات اليانسون,ARABIC,Anisyl Butyrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور الأرقطيون,ARABIC,Burdock Seeds,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور الشبت,ARABIC,Dill Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور الشيا,ARABIC,Chia Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور الكرفس,ARABIC,Celery Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور الينسون,ARABIC,Carom Seeds,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور سيدونيا,ARABIC,Cydonia Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,بذور كراويا,ARABIC,Caraway Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,براتا محشوة,ARABIC,Aloo Paratha,ENGLISH,batch 1
sanoop@rightsolutions.ae,براعم الفاصوليا,ARABIC,Bean Sprouts,ENGLISH,batch 1
sanoop@rightsolutions.ae,براعم بروكسل,ARABIC,Brussel Sprouts,ENGLISH,batch 1
sanoop@rightsolutions.ae,براعم بروكسل,ARABIC,Brussels Sprouts,ENGLISH,batch 1
sanoop@rightsolutions.ae,براندي الفاكهة,ARABIC,Fruit Brandy,ENGLISH,batch 1
sanoop@rightsolutions.ae,براندي سنابس,ARABIC,Brandy Snaps,ENGLISH,batch 1
sanoop@rightsolutions.ae,براوني الشوكولاتة,ARABIC,Chocolate Brownie,ENGLISH,batch 1
sanoop@rightsolutions.ae,برتقال أحمر / برتقال ماوردي,ARABIC,Blood Orange,ENGLISH,batch 1
sanoop@rightsolutions.ae,برجر لحم,ARABIC,Beefburger,ENGLISH,batch 1
sanoop@rightsolutions.ae,برسيم حجازي,ARABIC,Alfalfa,ENGLISH,batch 1
sanoop@rightsolutions.ae,برغل القمح,ARABIC,Bulgur Wheat,ENGLISH,batch 1
sanoop@rightsolutions.ae,برميل مشروب الشعير,ARABIC,Cask Ale,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروبيونات السترونيل,ARABIC,Citronellyl Propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروبيونات السيكلوهكسيل,ARABIC,Cyclohexyl Propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروبيونات الكالسيوم,ARABIC,Calcium propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروبيونات الكالسيوم,ARABIC,Calcium Propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروبيونات اليانسون,ARABIC,Anisyl Propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروتين,ARABIC,Albumin,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروتين الحليب,ARABIC,Milk proteins,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروكلي,ARABIC,Broccoli,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروكلي,ARABIC,Broccoli,ENGLISH,batch 1
sanoop@rightsolutions.ae,بروميت الكالسيوم,ARABIC,Calcium Bromate,ENGLISH,batch 1
sanoop@rightsolutions.ae,بريم,ARABIC,Brem,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكوت,ARABIC,Biscuit,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكوت,ARABIC,Cookie,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكوت أوليفر,ARABIC,Bath Oliver,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكوت بيتن,ARABIC,Beaten Biscuit,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكوت دايجيستف بالشوكولاتة,ARABIC,Chocolate Digestive,ENGLISH,batch 1
sanoop@rightsolutions.ae,بسكويت الشوكولاتة,ARABIC,Chocolate Biscuit,ENGLISH,batch 1
sanoop@rightsolutions.ae,بصطرمة,ARABIC,Basterma,ENGLISH,batch 1
sanoop@rightsolutions.ae,بصطرمة,ARABIC,Basturma,ENGLISH,batch 1
sanoop@rightsolutions.ae,بصل أخضر مجفف,ARABIC,Dried Chives,ENGLISH,batch 1
sanoop@rightsolutions.ae,بصيلة,ARABIC,Corms,ENGLISH,batch 1
sanoop@rightsolutions.ae,بط بومباي,ARABIC,Bombay Duck,ENGLISH,batch 1
sanoop@rightsolutions.ae,بطة,ARABIC,Duck,ENGLISH,batch 1
sanoop@rightsolutions.ae,بطة محلية,ARABIC,Domestic Duck,ENGLISH,batch 1
sanoop@rightsolutions.ae,بطيخ الشمام,ARABIC,Cantaloupe Melon,ENGLISH,batch 1
sanoop@rightsolutions.ae,بطيخ مر,ARABIC,Bitter Melon,ENGLISH,batch 1
